STARTS AT __13:35:20.283
[114, -79, -11, 39, 168, 4900, -164]
[114, -79, -147, 39, 168, -351, -164]
[114, -79, -212, 39, 168, 4900, -164]
[114, -79, -11, 39, 168, 4900, -164]
[114, -249, -147, 39, 168, 4900, -164]
[114, -249, -138, 39, 168, 4900, -164]
[114, -79, -11, 39, 168, 4900, -164]
[114, -79, -256, 39, 168, 4900, -164]
[114, -249, -138, 39, 168, 176, -164]
[114, -249, -138, 39, 168, 176, -164]
